productType,variantId,sku,prices,tax,categories,images,name.en,description.en,slug.en,metaTitle.en,metaDescription.en,metaKeywords.en,name.de,description.de,slug.de,metaTitle.de,metaDescription.de,metaKeywords.de,name.it,description.it,slug.it,metaTitle.it,metaDescription.it,metaKeywords.it,creationDate,articleNumberManufacturer,articleNumberMax,matrixId,baseId,designer,madeInItaly,completeTheLook,commonSize,size,color,colorFreeDefinition.en,details.en,colorFreeDefinition.de,details.de,colorFreeDefinition.it,details.it,style,gender,season,isOnStock,isLook,lookProducts,seasonNew
,21,A0E200000001WG3,EUR 19750;EUR 12951 b2b;US-USD 19750;USD 12951 b2b;DE-EUR 15800;IT-EUR 15800;GB-EUR 15800;DE-EUR 15800#sunrise-store-berlin;EUR 19355#sunrise-store-vienna;DE-EUR 15642#sunrise-store-munich;DE-EUR 15958#sunrise-store-cologne;DE-EUR 15168#sunrise-store-hamburg;US-USD 15800#sunrise-store-boston-2;USD 19355#sunrise-store-chicago;US-USD 15642#sunrise-store-boston-1;US-USD 15958#sunrise-store-sanfrancisco;US-USD 15168#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/oumbaerlig-7-piece-cookware-set__0710410_pe727531_s5.jpg?f=xxs,OUMBARLIG,"Suitable for all types of cooktops, including induction cooktops.",,,,,OUMBARLIG,"Suitable for all types of cooktops, including induction cooktops.",,,,,OUMBARLIG,"Suitable for all types of cooktops, including induction cooktops.",,,,,,SOFIA SRSR 1938 L,72309,A0E200000001WG3,72309,gabs,yes,,oneSize,one size,green,green,,gr�n,,,,sporty,women,s15,TRUE,,,
,22,M0E20000000ELAJ,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2640#sunrise-store-berlin;EUR 3240#sunrise-store-vienna;DE-EUR 2352#sunrise-store-munich;DE-EUR 2472#sunrise-store-cologne;DE-EUR 2352#sunrise-store-hamburg;US-USD 2640#sunrise-store-boston-2;USD 3240#sunrise-store-chicago;US-USD 2352#sunrise-store-boston-1;US-USD 2472#sunrise-store-sanfrancisco;US-USD 2352#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/fladdrig-lunch-bag-patterned-gray__0985581_pe816684_s5.jpg?f=xxs,FLADDRIG,"Carry your lunch boxes, snacks, and cups in style. This lunch bag with practical handles goes great with IKEA food containers and bottles � with a playful pattern inspired by our on-the-go range.",,,,,FLADDRIG,"Carry your lunch boxes, snacks, and cups in style. This lunch bag with practical handles goes great with IKEA food containers and bottles � with a playful pattern inspired by our on-the-go range.",,,,,FLADDRIG,"Carry your lunch boxes, snacks, and cups in style. This lunch bag with practical handles goes great with IKEA food containers and bottles � with a playful pattern inspired by our on-the-go range.",,,,,,4110850 5211,82374,M0E20000000ELAJ,82374,havaianas,no,,34,34,green,green,,gr�n,,,,sporty,men,s15,,,,
,23,M0E20000000ELAK,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2304#sunrise-store-berlin;EUR 2970#sunrise-store-vienna;DE-EUR 2520#sunrise-store-munich;DE-EUR 2232#sunrise-store-cologne;DE-EUR 2520#sunrise-store-hamburg;US-USD 2304#sunrise-store-boston-2;USD 2970#sunrise-store-chicago;US-USD 2520#sunrise-store-boston-1;US-USD 2232#sunrise-store-sanfrancisco;US-USD 2520#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/dagklar-jar-with-insert-clear-glass-stainless-steel__1011513_pe828497_s5.jpg?f=xxs,DAGKLAR,"Bring your breakfast in this leak-proof jar � to work, to school or back to bed. Perfect for overnight oats or yogurt since it has an insert for dry foods like nuts or muesli.",,,,,DAGKLAR,"Bring your breakfast in this leak-proof jar � to work, to school or back to bed. Perfect for overnight oats or yogurt since it has an insert for dry foods like nuts or muesli.",,,,,DAGKLAR,"Bring your breakfast in this leak-proof jar � to work, to school or back to bed. Perfect for overnight oats or yogurt since it has an insert for dry foods like nuts or muesli.",,,,,,4110850 5211,82374,M0E20000000ELAK,82374,havaianas,no,,34.5,34.5,green,green,,gr�n,,,,sporty,men,s15,,,,
,24,M0E20000000ELAL,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2592#sunrise-store-berlin;EUR 3180#sunrise-store-vienna;DE-EUR 2544#sunrise-store-munich;DE-EUR 2400#sunrise-store-cologne;DE-EUR 2544#sunrise-store-hamburg;US-USD 2592#sunrise-store-boston-2;USD 3180#sunrise-store-chicago;US-USD 2544#sunrise-store-boston-1;US-USD 2400#sunrise-store-sanfrancisco;US-USD 2544#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/standardmatt-shaker-graduated__0986774_pe817344_s5.jpg?f=xxs,STANDARDMATT,"Bring your breakfast in this leak-proof jar � to work, to school or back to bed. Perfect for overnight oats or yogurt since it has an insert for dry foods like nuts or muesli.",,,,,STANDARDMATT,"Bring your breakfast in this leak-proof jar � to work, to school or back to bed. Perfect for overnight oats or yogurt since it has an insert for dry foods like nuts or muesli.",,,,,STANDARDMATT,"Bring your breakfast in this leak-proof jar � to work, to school or back to bed. Perfect for overnight oats or yogurt since it has an insert for dry foods like nuts or muesli.",,,,,,4110850 5211,82374,M0E20000000ELAL,82374,havaianas,no,,35,35,green,green,,gr�n,,,,sporty,men,s15,,,,
,25,M0E20000000ELAM,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2232#sunrise-store-berlin;EUR 3210#sunrise-store-vienna;DE-EUR 2208#sunrise-store-munich;DE-EUR 2424#sunrise-store-cologne;DE-EUR 2208#sunrise-store-hamburg;US-USD 2232#sunrise-store-boston-2;USD 3210#sunrise-store-chicago;US-USD 2208#sunrise-store-boston-1;US-USD 2424#sunrise-store-sanfrancisco;US-USD 2208#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/standardmatt-shaker-graduated__0986774_pe817344_s5.jpg?f=xxs,STANDARDMATT,"Bring your breakfast in this leak-proof jar � to work, to school or back to bed. Perfect for overnight oats or yogurt since it has an insert for dry foods like nuts or muesli.",,,,,STANDARDMATT,"Bring your breakfast in this leak-proof jar � to work, to school or back to bed. Perfect for overnight oats or yogurt since it has an insert for dry foods like nuts or muesli.",,,,,STANDARDMATT,"Bring your breakfast in this leak-proof jar � to work, to school or back to bed. Perfect for overnight oats or yogurt since it has an insert for dry foods like nuts or muesli.",,,,,,4110850 5211,82374,M0E20000000ELAM,82374,havaianas,no,,35.5,35.5,green,green,,gr�n,,,,sporty,men,s15,,,,
,1,M0E20000000ELAN,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2280#sunrise-store-berlin;EUR 2790#sunrise-store-vienna;DE-EUR 2472#sunrise-store-munich;DE-EUR 2592#sunrise-store-cologne;DE-EUR 2472#sunrise-store-hamburg;US-USD 2280#sunrise-store-boston-2;USD 2790#sunrise-store-chicago;US-USD 2472#sunrise-store-boston-1;US-USD 2592#sunrise-store-sanfrancisco;US-USD 2472#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/fullspaeckad-tray-bamboo__0986674_pe817277_s5.jpg?f=xxs,FULLSPACKAD,"Chopping board, serving tray, or even as support for a laptop � you can use FULLSP�CKAD bamboo tray for many different things. Practical size and made from recycled waste in sustainably grown bamboo.",,,,,FULLSPACKAD,"Chopping board, serving tray, or even as support for a laptop � you can use FULLSP�CKAD bamboo tray for many different things. Practical size and made from recycled waste in sustainably grown bamboo.",,,,,FULLSPACKAD,"Chopping board, serving tray, or even as support for a laptop � you can use FULLSP�CKAD bamboo tray for many different things. Practical size and made from recycled waste in sustainably grown bamboo.",,,,,,4110850 5211,82374,M0E20000000ELAN,82374,havaianas,no,,36,36,green,green,,gr�n,,,,sporty,men,s15,,,,
,2,M0E20000000ELAO,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2424#sunrise-store-berlin;EUR 3120#sunrise-store-vienna;DE-EUR 2616#sunrise-store-munich;DE-EUR 2352#sunrise-store-cologne;DE-EUR 2640#sunrise-store-hamburg;US-USD 2424#sunrise-store-boston-2;USD 3120#sunrise-store-chicago;US-USD 2616#sunrise-store-boston-1;US-USD 2352#sunrise-store-sanfrancisco;US-USD 2640#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/gladelig-plate-gray__0799744_pe767614_s5.jpg?f=xxs,GLADELIG,The beautiful sandy-glazed surface turns every meal into pure joy. Decorate your table with clean classic shapes and a strong crafted look. A timeless feel with a unique and decorative design.,,,,,GLADELIG,The beautiful sandy-glazed surface turns every meal into pure joy. Decorate your table with clean classic shapes and a strong crafted look. A timeless feel with a unique and decorative design.,,,,,GLADELIG,The beautiful sandy-glazed surface turns every meal into pure joy. Decorate your table with clean classic shapes and a strong crafted look. A timeless feel with a unique and decorative design.,,,,,,4110850 5211,82374,M0E20000000ELAO,82374,havaianas,no,,36.5,36.5,green,green,,gr�n,,,,sporty,men,s15,,,,
,3,M0E20000000ELAP,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2208#sunrise-store-berlin;EUR 2700#sunrise-store-vienna;DE-EUR 2160#sunrise-store-munich;DE-EUR 2520#sunrise-store-cologne;DE-EUR 2160#sunrise-store-hamburg;US-USD 2208#sunrise-store-boston-2;USD 2700#sunrise-store-chicago;US-USD 2160#sunrise-store-boston-1;US-USD 2520#sunrise-store-sanfrancisco;US-USD 2160#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/saellskaplig-champagne-coupe-clear-glass-patterned__0913985_pe783811_s5.jpg?f=xxs,SALLSKAPLIG,"Do you long for dinners at grandma�s or just love old-fashioned beautiful glass? Then this glassware is made for you. Timeless, elegant, nice to look at and perfect to use for a traditional table setting.",,,,,SALLSKAPLIG,"Do you long for dinners at grandma�s or just love old-fashioned beautiful glass? Then this glassware is made for you. Timeless, elegant, nice to look at and perfect to use for a traditional table setting.",,,,,SALLSKAPLIG,"Do you long for dinners at grandma�s or just love old-fashioned beautiful glass? Then this glassware is made for you. Timeless, elegant, nice to look at and perfect to use for a traditional table setting.",,,,,,4110850 5211,82374,M0E20000000ELAP,82374,havaianas,no,,37,37,green,green,,gr�n,,,,sporty,men,s15,,,,
,4,M0E20000000ELAQ,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2352#sunrise-store-berlin;EUR 2730#sunrise-store-vienna;DE-EUR 2304#sunrise-store-munich;DE-EUR 2544#sunrise-store-cologne;DE-EUR 2328#sunrise-store-hamburg;US-USD 2352#sunrise-store-boston-2;USD 2730#sunrise-store-chicago;US-USD 2304#sunrise-store-boston-1;US-USD 2544#sunrise-store-sanfrancisco;US-USD 2328#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/mopsig-16-piece-flatware-set__0759952_pe750550_s5.jpg?f=xxs,MOPSIG,"Do you long for dinners at grandma�s or just love old-fashioned beautiful glass? Then this glassware is made for you. Timeless, elegant, nice to look at and perfect to use for a traditional table setting.",,,,,MOPSIG,"Do you long for dinners at grandma�s or just love old-fashioned beautiful glass? Then this glassware is made for you. Timeless, elegant, nice to look at and perfect to use for a traditional table setting.",,,,,MOPSIG,"Do you long for dinners at grandma�s or just love old-fashioned beautiful glass? Then this glassware is made for you. Timeless, elegant, nice to look at and perfect to use for a traditional table setting.",,,,,,4110850 5211,82374,M0E20000000ELAQ,82374,havaianas,no,,37.5,37.5,green,green,,gr�n,,,,sporty,men,s15,,,,
,5,M0E20000000ELAR,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2400#sunrise-store-berlin;EUR 2940#sunrise-store-vienna;DE-EUR 2592#sunrise-store-munich;DE-EUR 2208#sunrise-store-cologne;DE-EUR 2616#sunrise-store-hamburg;US-USD 2400#sunrise-store-boston-2;USD 2940#sunrise-store-chicago;US-USD 2592#sunrise-store-boston-1;US-USD 2208#sunrise-store-sanfrancisco;US-USD 2616#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/behoevd-vacuum-flask-light-green-beige__0711249_pe728124_s5.jpg?f=xxs,BEHOVD,Keeps the contents warm/cold for a long time since you don�t need to remove the lid entirely when you pour.,,,,,BEHOVD,Keeps the contents warm/cold for a long time since you don�t need to remove the lid entirely when you pour.,,,,,BEHOVD,Keeps the contents warm/cold for a long time since you don�t need to remove the lid entirely when you pour.,,,,,,4110850 5211,82374,M0E20000000ELAR,82374,havaianas,no,,38,38,green,green,,gr�n,,,,sporty,men,s15,,,,
,6,M0E20000000ELAS,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2544#sunrise-store-berlin;EUR 3270#sunrise-store-vienna;DE-EUR 2256#sunrise-store-munich;DE-EUR 2472#sunrise-store-cologne;DE-EUR 2280#sunrise-store-hamburg;US-USD 2544#sunrise-store-boston-2;USD 3270#sunrise-store-chicago;US-USD 2256#sunrise-store-boston-1;US-USD 2472#sunrise-store-sanfrancisco;US-USD 2280#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/fullspaeckad-tray-bamboo__0986674_pe817277_s5.jpg?f=xxs,FULLSPACKAD,"Chopping board, serving tray, or even as support for a laptop � you can use FULLSP�CKAD bamboo tray for many different things. Practical size and made from recycled waste in sustainably grown bamboo.",,,,,FULLSPACKAD,"Chopping board, serving tray, or even as support for a laptop � you can use FULLSP�CKAD bamboo tray for many different things. Practical size and made from recycled waste in sustainably grown bamboo.",,,,,FULLSPACKAD,"Chopping board, serving tray, or even as support for a laptop � you can use FULLSP�CKAD bamboo tray for many different things. Practical size and made from recycled waste in sustainably grown bamboo.",,,,,,4110850 5211,82374,M0E20000000ELAS,82374,havaianas,no,,38.5,38.5,green,green,,gr�n,,,,sporty,men,s15,,,,
,7,M0E20000000ELAT,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2328#sunrise-store-berlin;EUR 2850#sunrise-store-vienna;DE-EUR 2280#sunrise-store-munich;DE-EUR 2640#sunrise-store-cologne;DE-EUR 2304#sunrise-store-hamburg;US-USD 2328#sunrise-store-boston-2;USD 2850#sunrise-store-chicago;US-USD 2280#sunrise-store-boston-1;US-USD 2640#sunrise-store-sanfrancisco;US-USD 2304#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/gruppera-napkin-white-black__0715483_pe730485_s5.jpg?f=xxs,GRUPPERA,"The napkins have loops in different colors, so family members and guests can each have their own color.",,,,,GRUPPERA,"The napkins have loops in different colors, so family members and guests can each have their own color.",,,,,GRUPPERA,"The napkins have loops in different colors, so family members and guests can each have their own color.",,,,,,4110850 5211,82374,M0E20000000ELAT,82374,havaianas,no,,39,39,green,green,,gr�n,,,,sporty,men,s15,TRUE,,,
,8,M0E20000000ELAU,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2472#sunrise-store-berlin;EUR 2880#sunrise-store-vienna;DE-EUR 2448#sunrise-store-munich;DE-EUR 2160#sunrise-store-cologne;DE-EUR 2448#sunrise-store-hamburg;US-USD 2472#sunrise-store-boston-2;USD 2880#sunrise-store-chicago;US-USD 2448#sunrise-store-boston-1;US-USD 2160#sunrise-store-sanfrancisco;US-USD 2448#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/rinnig-kitchen-ut-rck-plate-hldr-dsh-drnr__0772257_pe755915_s5.jpg?f=xxs,RINNIG,"This dish drainer is double-sided, so you can choose to either let the water drain directly down into the sink bowl or collect it and pour it out later.",,,,,RINNIG,"This dish drainer is double-sided, so you can choose to either let the water drain directly down into the sink bowl or collect it and pour it out later.",,,,,RINNIG,"This dish drainer is double-sided, so you can choose to either let the water drain directly down into the sink bowl or collect it and pour it out later.",,,,,,4110850 5211,82374,M0E20000000ELAU,82374,havaianas,no,,39.5,39.5,green,green,,gr�n,,,,sporty,men,s15,,,,
,9,M0E20000000ELAV,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2520#sunrise-store-berlin;EUR 3090#sunrise-store-vienna;DE-EUR 2208#sunrise-store-munich;DE-EUR 2328#sunrise-store-cologne;DE-EUR 2232#sunrise-store-hamburg;US-USD 2520#sunrise-store-boston-2;USD 3090#sunrise-store-chicago;US-USD 2208#sunrise-store-boston-1;US-USD 2328#sunrise-store-sanfrancisco;US-USD 2232#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/fullkomlig-tablecloth-white__0711906_pe728585_s5.jpg?f=xxs,FULLKOMLIG,"The table cloth is made from a material that is always smooth immediately after washing, so that you don�t need to iron it.",,,,,FULLKOMLIG,"The table cloth is made from a material that is always smooth immediately after washing, so that you don�t need to iron it.",,,,,FULLKOMLIG,"The table cloth is made from a material that is always smooth immediately after washing, so that you don�t need to iron it.",,,,,,4110850 5211,82374,M0E20000000ELAV,82374,havaianas,no,,40,40,green,green,,gr�n,,,,sporty,men,s15,,,,
,10,M0E20000000ELAW,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2160#sunrise-store-berlin;EUR 2820#sunrise-store-vienna;DE-EUR 2376#sunrise-store-munich;DE-EUR 2616#sunrise-store-cologne;DE-EUR 2400#sunrise-store-hamburg;US-USD 2160#sunrise-store-boston-2;USD 2820#sunrise-store-chicago;US-USD 2376#sunrise-store-boston-1;US-USD 2616#sunrise-store-sanfrancisco;US-USD 2400#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/torvfly-dish-towel-patterned-orange__0956226_pe804626_s5.jpg?f=xxs,TORVFLY,"The table cloth is made from a material that is always smooth immediately after washing, so that you don�t need to iron it.",,,,,TORVFLY,"The table cloth is made from a material that is always smooth immediately after washing, so that you don�t need to iron it.",,,,,TORVFLY,"The table cloth is made from a material that is always smooth immediately after washing, so that you don�t need to iron it.",,,,,,4110850 5211,82374,M0E20000000ELAW,82374,havaianas,no,,40.5,40.5,green,green,,gr�n,,,,sporty,men,s15,,,,
,11,M0E20000000ELAX,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2448#sunrise-store-berlin;EUR 3030#sunrise-store-vienna;DE-EUR 2400#sunrise-store-munich;DE-EUR 2256#sunrise-store-cologne;DE-EUR 2424#sunrise-store-hamburg;US-USD 2448#sunrise-store-boston-2;USD 3030#sunrise-store-chicago;US-USD 2400#sunrise-store-boston-1;US-USD 2256#sunrise-store-sanfrancisco;US-USD 2424#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/kalas-plate-mixed-colors__0998030_pe822920_s5.jpg?f=xxs,KALAS,Bright and cheerful colors so everyone gets to pick their favorite. The plastic won�t break and it�s harmless � no additives. A sustainable alternative to disposable tableware because it can be re-used.,,,,,KALAS,Bright and cheerful colors so everyone gets to pick their favorite. The plastic won�t break and it�s harmless � no additives. A sustainable alternative to disposable tableware because it can be re-used.,,,,,KALAS,Bright and cheerful colors so everyone gets to pick their favorite. The plastic won�t break and it�s harmless � no additives. A sustainable alternative to disposable tableware because it can be re-used.,,,,,,4110850 5211,82374,M0E20000000ELAX,82374,havaianas,no,,41,41,green,green,,gr�n,,,,sporty,men,s15,TRUE,,,
,12,M0E20000000ELAY,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2592#sunrise-store-berlin;EUR 3060#sunrise-store-vienna;DE-EUR 2568#sunrise-store-munich;DE-EUR 2280#sunrise-store-cologne;DE-EUR 2592#sunrise-store-hamburg;US-USD 2592#sunrise-store-boston-2;USD 3060#sunrise-store-chicago;US-USD 2568#sunrise-store-boston-1;US-USD 2280#sunrise-store-sanfrancisco;US-USD 2592#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/fintsen-bath-mat-white__0714781_pe730245_s5.jpg?f=xxs,FINTSEN,"To us, waste is a resource destined for greater things. Like when we use recycled polyester to make FINTSEN bath mat. It�s soft and easy to co-ordinate with many of our towels and shower curtains",,,,,FINTSEN,"To us, waste is a resource destined for greater things. Like when we use recycled polyester to make FINTSEN bath mat. It�s soft and easy to co-ordinate with many of our towels and shower curtains",,,,,FINTSEN,"To us, waste is a resource destined for greater things. Like when we use recycled polyester to make FINTSEN bath mat. It�s soft and easy to co-ordinate with many of our towels and shower curtains",,,,,,4110850 5211,82374,M0E20000000ELAY,82374,havaianas,no,,41.5,41.5,green,green,,gr�n,,,,sporty,men,s15,,,,
,13,M0E20000000ELAZ,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2640#sunrise-store-berlin;EUR 3270#sunrise-store-vienna;DE-EUR 2352#sunrise-store-munich;DE-EUR 2448#sunrise-store-cologne;DE-EUR 2352#sunrise-store-hamburg;US-USD 2640#sunrise-store-boston-2;USD 3270#sunrise-store-chicago;US-USD 2352#sunrise-store-boston-1;US-USD 2448#sunrise-store-sanfrancisco;US-USD 2352#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/hemnes-open-sink-cabinet-with-2-drawers-white__0943737_pe797019_s5.jpg?f=xxs,HEMNES,"The beauty of the HEMNES series is that it will never feel outdated. Made with sustainably-sourced solid pine, a durable and renewable material that maintains its genuine character with each passing year.",,,,,HEMNES,"The beauty of the HEMNES series is that it will never feel outdated. Made with sustainably-sourced solid pine, a durable and renewable material that maintains its genuine character with each passing year.",,,,,HEMNES,"The beauty of the HEMNES series is that it will never feel outdated. Made with sustainably-sourced solid pine, a durable and renewable material that maintains its genuine character with each passing year.",,,,,,4110850 5211,82374,M0E20000000ELAZ,82374,havaianas,no,,42,42,green,green,,gr�n,,,,sporty,men,s15,,,,
,14,M0E20000000ELB0,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2424#sunrise-store-berlin;EUR 3120#sunrise-store-vienna;DE-EUR 2616#sunrise-store-munich;DE-EUR 2352#sunrise-store-cologne;DE-EUR 2640#sunrise-store-hamburg;US-USD 2424#sunrise-store-boston-2;USD 3120#sunrise-store-chicago;US-USD 2616#sunrise-store-boston-1;US-USD 2352#sunrise-store-sanfrancisco;US-USD 2640#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/nysjoen-high-cabinet-white__0971572_pe811380_s5.jpg?f=xxs,NYSJON,This high cabinet gives you plenty of storage for all your essentials without taking up too much floor space. Hang the door so it opens left or right - whatever works best with your bathroom layout.,,,,,NYSJON,This high cabinet gives you plenty of storage for all your essentials without taking up too much floor space. Hang the door so it opens left or right - whatever works best with your bathroom layout.,,,,,NYSJON,This high cabinet gives you plenty of storage for all your essentials without taking up too much floor space. Hang the door so it opens left or right - whatever works best with your bathroom layout.,,,,,,4110850 5211,82374,M0E20000000ELB0,82374,havaianas,no,,42.5,42.5,green,green,,gr�n,,,,sporty,men,s15,,,,
,15,M0E20000000ELB1,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2208#sunrise-store-berlin;EUR 2700#sunrise-store-vienna;DE-EUR 2160#sunrise-store-munich;DE-EUR 2520#sunrise-store-cologne;DE-EUR 2160#sunrise-store-hamburg;US-USD 2208#sunrise-store-boston-2;USD 2700#sunrise-store-chicago;US-USD 2160#sunrise-store-boston-1;US-USD 2520#sunrise-store-sanfrancisco;US-USD 2160#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/lindbyn-mirror-gold__0956625_pe804720_s5.jpg?f=xxs,LINDBYN,"By decorating with mirrors, you add depth to a room and give it more life. The round LINDBYN mirror has a soft expression and the gold-coloured frame and neat design feel elegant.",,,,,LINDBYN,"By decorating with mirrors, you add depth to a room and give it more life. The round LINDBYN mirror has a soft expression and the gold-coloured frame and neat design feel elegant.",,,,,LINDBYN,"By decorating with mirrors, you add depth to a room and give it more life. The round LINDBYN mirror has a soft expression and the gold-coloured frame and neat design feel elegant.",,,,,,4110850 5211,82374,M0E20000000ELB1,82374,havaianas,no,,43,43,green,green,,gr�n,,,,sporty,men,s15,TRUE,,,
,16,M0E20000000ELB2,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2352#sunrise-store-berlin;EUR 2730#sunrise-store-vienna;DE-EUR 2304#sunrise-store-munich;DE-EUR 2544#sunrise-store-cologne;DE-EUR 2328#sunrise-store-hamburg;US-USD 2352#sunrise-store-boston-2;USD 2730#sunrise-store-chicago;US-USD 2304#sunrise-store-boston-1;US-USD 2544#sunrise-store-sanfrancisco;US-USD 2328#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/bolmen-step-stool-white__0284761_pe421943_s5.jpg?f=xxs,BOLMEN,"This stable, anti-slip step stool in white brings your children up a notch so they can join in and learn. It�s approved for grown-ups too, so you can safely reach for things on the top shelf.",,,,,BOLMEN,"This stable, anti-slip step stool in white brings your children up a notch so they can join in and learn. It�s approved for grown-ups too, so you can safely reach for things on the top shelf.",,,,,BOLMEN,"This stable, anti-slip step stool in white brings your children up a notch so they can join in and learn. It�s approved for grown-ups too, so you can safely reach for things on the top shelf.",,,,,,4110850 5211,82374,M0E20000000ELB2,82374,havaianas,no,,43.5,43.5,green,green,,gr�n,,,,sporty,men,s15,,,,
,17,M0E20000000ELB3,EUR 3000;EUR 1967 b2b;US-USD 3000;USD 1967 b2b;DE-EUR 2400;IT-EUR 2400;GB-EUR 2400;DE-EUR 2400#sunrise-store-berlin;EUR 2940#sunrise-store-vienna;DE-EUR 2592#sunrise-store-munich;DE-EUR 2208#sunrise-store-cologne;DE-EUR 2616#sunrise-store-hamburg;US-USD 2400#sunrise-store-boston-2;USD 2940#sunrise-store-chicago;US-USD 2592#sunrise-store-boston-1;US-USD 2208#sunrise-store-sanfrancisco;US-USD 2616#sunrise-store-newyork,,,https://www.ikea.com/us/en/images/products/brogrund-touch-top-trash-can-stainless-steel__0733267_pe738907_s5.jpg?f=xxs,BROGRUND,"Clean, simple and distinctive. The BROGRUND series offers a wide variety of clever accessories that create order out of chaos in your bathroom while also giving it a fresh, modern look.",,,,,BROGRUND,"Clean, simple and distinctive. The BROGRUND series offers a wide variety of clever accessories that create order out of chaos in your bathroom while also giving it a fresh, modern look.",,,,,BROGRUND,"Clean, simple and distinctive. The BROGRUND series offers a wide variety of clever accessories that create order out of chaos in your bathroom while also giving it a fresh, modern look.",,,,,,4110850 5211,82374,M0E20000000ELB3,82374,havaianas,no,,44,44,green,green,,gr�n,,,,sporty,men,s15,,,,
